timestamp,equity
2025-12-04 00:00:00+05:30,99161.217
2025-12-05 00:00:00+05:30,99184.617
2025-12-08 00:00:00+05:30,99169.51699999999
2025-12-09 00:00:00+05:30,99172.467
2025-12-10 00:00:00+05:30,99172.867
2025-12-11 00:00:00+05:30,99176.367
2025-12-12 00:00:00+05:30,99176.26699999999
2025-12-15 00:00:00+05:30,99180.367
2025-12-16 00:00:00+05:30,99174.26699999999
2025-12-17 00:00:00+05:30,99188.967
2025-12-18 00:00:00+05:30,99190.667
2025-12-19 00:00:00+05:30,99193.417
2025-12-22 00:00:00+05:30,99187.417
2025-12-23 00:00:00+05:30,99185.01699999999
2025-12-24 00:00:00+05:30,99182.067
2025-12-26 00:00:00+05:30,99179.417
2025-12-29 00:00:00+05:30,99178.167
2025-12-30 00:00:00+05:30,99186.567
2025-12-31 00:00:00+05:30,99195.317
2026-01-01 00:00:00+05:30,99197.867
2026-01-02 00:00:00+05:30,99212.067
2026-01-05 00:00:00+05:30,99218.667
2026-01-06 00:00:00+05:30,99232.01699999999
2026-01-07 00:00:00+05:30,99220.26699999999
2026-01-08 00:00:00+05:30,99211.117
2026-01-09 00:00:00+05:30,99213.617
2026-01-12 00:00:00+05:30,99228.26699999999
2026-01-13 00:00:00+05:30,99241.567
2026-01-14 00:00:00+05:30,99241.467
2026-01-16 00:00:00+05:30,99255.417
2026-01-19 00:00:00+05:30,99251.51699999999
2026-01-20 00:00:00+05:30,99249.51699999999
2026-01-21 00:00:00+05:30,99241.76699999999
2026-01-22 00:00:00+05:30,99261.467
2026-01-23 00:00:00+05:30,99242.617
2026-01-27 00:00:00+05:30,99266.26699999999
2026-01-28 00:00:00+05:30,99276.617
2026-01-29 00:00:00+05:30,99279.317
2026-01-30 00:00:00+05:30,99290.26699999999
2026-02-01 00:00:00+05:30,99231.317
2026-02-02 00:00:00+05:30,100095.94855
2026-02-03 00:00:00+05:30,100095.94855
2026-02-04 00:00:00+05:30,100095.94855
2026-02-05 00:00:00+05:30,100095.94855
2026-02-06 00:00:00+05:30,99001.27855
2026-02-09 00:00:00+05:30,99080.87855
2026-02-10 00:00:00+05:30,99078.97855
2026-02-11 00:00:00+05:30,99117.77855
2026-02-12 00:00:00+05:30,99127.27855
2026-02-13 00:00:00+05:30,99133.47855
2026-02-16 00:00:00+05:30,99142.97855
2026-02-17 00:00:00+05:30,99148.27855
2026-02-18 00:00:00+05:30,99153.77855
2026-02-19 00:00:00+05:30,99140.57854999999
2026-02-20 00:00:00+05:30,99150.97855
2026-02-23 00:00:00+05:30,99162.67855
2026-02-24 00:00:00+05:30,99158.17855
2026-02-25 00:00:00+05:30,99134.97855
2026-02-26 00:00:00+05:30,99144.37855
2026-02-27 00:00:00+05:30,99136.57854999999
2026-03-02 00:00:00+05:30,99124.77855
2026-03-04 00:00:00+05:30,99109.37855
2026-03-05 00:00:00+05:30,99104.37855
2026-03-06 00:00:00+05:30,99077.87855
2026-03-09 00:00:00+05:30,99033.37855
2026-03-10 00:00:00+05:30,100095.958
2026-03-11 00:00:00+05:30,100095.958
2026-03-12 00:00:00+05:30,100095.958
2026-03-13 00:00:00+05:30,100095.958
2026-03-16 00:00:00+05:30,100095.958
2026-03-17 00:00:00+05:30,100095.958
2026-03-18 00:00:00+05:30,100095.958
2026-03-19 00:00:00+05:30,100095.958
2026-03-20 00:00:00+05:30,100095.958
2026-03-23 00:00:00+05:30,100095.958
2026-03-24 00:00:00+05:30,100095.958
2026-03-25 00:00:00+05:30,100095.958
2026-03-27 00:00:00+05:30,100095.958
2026-03-30 00:00:00+05:30,100095.958
2026-04-01 00:00:00+05:30,100095.958
2026-04-02 00:00:00+05:30,100095.958
2026-04-06 00:00:00+05:30,100095.958
2026-04-07 00:00:00+05:30,100095.958
2026-04-08 00:00:00+05:30,100095.958
2026-04-09 00:00:00+05:30,98995.64790000001
2026-04-10 00:00:00+05:30,99021.39790000001
2026-04-13 00:00:00+05:30,99018.2479
2026-04-15 00:00:00+05:30,99026.1979
2026-04-16 00:00:00+05:30,99021.84790000001
2026-04-17 00:00:00+05:30,99034.9479
2026-04-20 00:00:00+05:30,99062.5479
2026-04-21 00:00:00+05:30,99066.5479
2026-04-22 00:00:00+05:30,99057.9979
2026-04-23 00:00:00+05:30,99048.9479
2026-04-24 00:00:00+05:30,99055.7979
2026-04-27 00:00:00+05:30,99066.5479
2026-04-28 00:00:00+05:30,99045.9979
2026-04-29 00:00:00+05:30,99041.59790000001
2026-04-30 00:00:00+05:30,99023.14790000001
2026-05-04 00:00:00+05:30,99023.09790000001
2026-05-05 00:00:00+05:30,99014.59790000001
2026-05-06 00:00:00+05:30,100066.79195000001
2026-05-07 00:00:00+05:30,98925.68595000001
2026-05-08 00:00:00+05:30,98852.98595000002
2026-05-11 00:00:00+05:30,99926.73545000001
2026-05-12 00:00:00+05:30,99926.73545000001
2026-05-13 00:00:00+05:30,99926.73545000001
2026-05-14 00:00:00+05:30,99926.73545000001
2026-05-15 00:00:00+05:30,99926.73545000001
2026-05-18 00:00:00+05:30,99926.73545000001
2026-05-19 00:00:00+05:30,99926.73545000001
2026-05-20 00:00:00+05:30,99926.73545000001
2026-05-21 00:00:00+05:30,99926.73545000001
2026-05-22 00:00:00+05:30,99926.73545000001
2026-05-25 00:00:00+05:30,99926.73545000001
2026-05-26 00:00:00+05:30,99926.73545000001
2026-05-27 00:00:00+05:30,99926.73545000001
2026-05-29 00:00:00+05:30,99926.73545000001
2026-06-01 00:00:00+05:30,99926.73545000001
2026-06-02 00:00:00+05:30,99926.73545000001
2026-06-03 00:00:00+05:30,99926.73545000001
2026-06-04 00:00:00+05:30,99926.73545000001
2026-06-05 00:00:00+05:30,99926.73545000001
2026-06-08 00:00:00+05:30,99926.73545000001
2026-06-09 00:00:00+05:30,99926.73545000001
2026-06-10 00:00:00+05:30,99926.73545000001
2026-06-11 00:00:00+05:30,99926.73545000001
2026-06-12 00:00:00+05:30,99926.73545000001
2026-06-15 00:00:00+05:30,99926.73545000001
2026-06-16 00:00:00+05:30,99926.73545000001
2026-06-17 00:00:00+05:30,99926.73545000001
2026-06-18 00:00:00+05:30,99926.73545000001
2026-06-19 00:00:00+05:30,99926.73545000001
2026-06-22 00:00:00+05:30,99926.73545000001
